cms_certification_number,association_date,owners,pcts,combo_key
,2022-01-01,"ADAMS COUNTY MEMORIAL HOSPITAL | ADVANCED HEALTH CARE - LARRY H MILLER CORPORATION | ALEXARK1 LLC | ATLANTIC HEALTH SYSTEM | ATLANTIC HEALTH SYSTEM | BERKOWITZ, DAVID | CLEARWATER FL HOLDCO LLC | COMMUNITY CARE CENTERS, INC. | CUMBERLAND HC HOLDINGS LLC | DAVID A BERKOWITZ RVOC TR DAVID BERKOWITZ TTEE | FL OC OPCO LLC | FL OC OPCO LLC | FL OC OPCO LLC | FRIEDLAND, MOSHE | FRIEDLAND, SHALOM | HC FAMILY TRUST | HC FAMILY TRUST | HC FAMILY TRUST | HC FAMILY TRUST | JAMES J GIARDINA RVOC LIVING TR RESTATED 07-20-09 | JEJ ASSETS LP | JEJ MANAGEMENT, LLC | JEK HOLDINGS LLC | LILAC SNF HOLDCO LLC | MEYSTEL, YOSEF | NEW AHC HOLDINGS, LLC | NMJ HOLDINGS LLC | New AHC Holdings LLC | New AHC Holdings, LLC | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OCALA FL HOLDCO LLC | OLDSMAR FL HOLDCO LLC | ORCHID COVE SNF HOLDCO LLC | ORCHID COVE SNF HOLDCO LLC | ORCHID COVE SNF HOLDCO LLC | PA2 GRANTOR TRUST | PALM HARBOR FL HOLDCO LLC | PONTHIE, SHARLOT | REVOCABLE TRUST OF ROY BUSH BRIDGES AND JUDY KAYE WINN BRIDGES | ROSEN, MICHAEL | SCHOENFELD, ROBERT | SCHOENFELD, ROBERT | SCHOENFELD, ROBERT | SHNZ HOLDINGS LLC | SHNZ HOLDINGS LLC | SHNZ HOLDINGS LLC | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | THE BRYAN MILLER UTAH DYNASTY TRUST DATED APRIL 22, 2014 | THE G&H MILLER UTAH TRUST DATED FEBRUARY 26, 2019 | THE GAIL MILLER GST TRUST | THE KAREN GAIL MILLER IRREVOCABLE TRUST FOR THE BENEFIT OF KAREN R. WI | THE MILLER UTAH TRUST, DATED AUGUST 22, 2019 | THE RNC OPPORTUNITY TRUST | YOSEF MEYSTEL DECLARATION OF TR OF YOSEF MEYSTEL TTEE | ZANZIPER FAMILY TRUST | ZANZIPER FAMILY TRUST | ZANZIPER FAMILY TRUST | ZANZIPER FAMILY TRUST",100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 51% | 51% | NO PERCENTAGE PROVIDED | 100% | 5% | 100% | 32% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 7% | 68% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 30% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 11% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 11% | 100% | 100% | NOT APPLICABLE | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 48% | 32% | NOT APPLICABLE | 32% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 33% | 100% | NO PERCENTAGE PROVIDED | 6% | 31% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NOT APPLICABLE | 32% | 32% | 48% | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | NOT APPLICABLE | NOT APPLICABLE | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | 32% | 32% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 32% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"ADAMS COUNTY MEMORIAL HOSPITAL | ADVANCED HEALTH CARE - LARRY H MILLER CORPORATION | ALEXARK1 LLC | ATLANTIC HEALTH SYSTEM | ATLANTIC HEALTH SYSTEM | BERKOWITZ, DAVID | CLEARWATER FL HOLDCO LLC | COMMUNITY CARE CENTERS, INC. | CUMBERLAND HC HOLDINGS LLC | DAVID A BERKOWITZ RVOC TR DAVID BERKOWITZ TTEE | FL OC OPCO LLC | FL OC OPCO LLC | FL OC OPCO LLC | FRIEDLAND, MOSHE | FRIEDLAND, SHALOM | HC FAMILY TRUST | HC FAMILY TRUST | HC FAMILY TRUST | HC FAMILY TRUST | JAMES J GIARDINA RVOC LIVING TR RESTATED 07-20-09 | JEJ ASSETS LP | JEJ MANAGEMENT, LLC | JEK HOLDINGS LLC | LILAC SNF HOLDCO LLC | MEYSTEL, YOSEF | NEW AHC HOLDINGS, LLC | NMJ HOLDINGS LLC | New AHC Holdings LLC | New AHC Holdings, LLC | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OBERLANDER, ZALMEN | OCALA FL HOLDCO LLC | OLDSMAR FL HOLDCO LLC | ORCHID COVE SNF HOLDCO LLC | ORCHID COVE SNF HOLDCO LLC | ORCHID COVE SNF HOLDCO LLC | PA2 GRANTOR TRUST | PALM HARBOR FL HOLDCO LLC | PONTHIE, SHARLOT | REVOCABLE TRUST OF ROY BUSH BRIDGES AND JUDY KAYE WINN BRIDGES | ROSEN, MICHAEL | SCHOENFELD, ROBERT | SCHOENFELD, ROBERT | SCHOENFELD, ROBERT | SHNZ HOLDINGS LLC | SHNZ HOLDINGS LLC | SHNZ HOLDINGS LLC | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | SILBERSTEIN, ARI | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | STOLL, GERALD | THE BRYAN MILLER UTAH DYNASTY TRUST DATED APRIL 22, 2014 | THE G&H MILLER UTAH TRUST DATED FEBRUARY 26, 2019 | THE GAIL MILLER GST TRUST | THE KAREN GAIL MILLER IRREVOCABLE TRUST FOR THE BENEFIT OF KAREN R. WI | THE MILLER UTAH TRUST, DATED AUGUST 22, 2019 | THE RNC OPPORTUNITY TRUST | YOSEF MEYSTEL DECLARATION OF TR OF YOSEF MEYSTEL TTEE | ZANZIPER FAMILY TRUST | ZANZIPER FAMILY TRUST | ZANZIPER FAMILY TRUST | ZANZIPER FAMILY TRUST||100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 51% | 51% | NO PERCENTAGE PROVIDED | 100% | 5% | 100% | 32% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 7% | 68% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 30% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 11% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 11% | 100% | 100% | NOT APPLICABLE | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 48% | 32% | NOT APPLICABLE | 32% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 33% | 100% | NO PERCENTAGE PROVIDED | 6% | 31% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NOT APPLICABLE | 32% | 32% | 48% | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | NOT APPLICABLE | NOT APPLICABLE | NOT APPLICABLE | 32% | 32% | NOT APPLICABLE | 32% | NOT APPLICABLE | 32% | 32% | 32% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 32% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2022-01-14,4P2T1 OPS HOLDING LP | JEJ ASSETS LP,100% | NO PERCENTAGE PROVIDED,4P2T1 OPS HOLDING LP | JEJ ASSETS LP||100% | NO PERCENTAGE PROVIDED
,2022-01-28,"MORRIS HEALTH MANAGEMENT LLC | MORRIS, KEVIN",100% | 100%,"MORRIS HEALTH MANAGEMENT LLC | MORRIS, KEVIN||100% | 100%"
,2022-01-31,WINTER HAVEN FL HOLDCO LLC,100%,WINTER HAVEN FL HOLDCO LLC||100%
,2022-02-01,"CECIL, BETH | CECIL, BETH | CECIL, DOROTHY | CECIL, DOROTHY | CECIL, DOUGLAS | CECIL, DOUGLAS | CECIL, OLIVER | CECIL, OLIVER | CLAWSON, SCOTT | COREWELL HEALTH | COREWELL HEALTH | Corewell Health | Corewell Health | FEESER, JENI | FEESER, JENI | FLAGSTONE HEALTHCARE CENTRAL LLC | IMHOFF, JAMES | JAMES J GIARDINA RVOC LIVING TR RESTATED 07-20-09 | LAPIN, ZACHARY | LAPIN, ZACHARY | LEXINGTON HEALTH MANAGEMENT LLC | LEXINGTON HEALTH MANAGEMENT LLC | LEXINGTON HEALTH MANAGEMENT LLC | MEDICAL REHABILITATION CENTERS, LLC | MEDICAL REHABILITATION CENTERS, LLC | MEDICAL REHABILITATION CENTERS, LLC | PORTER, MICAH | ST FRANCISVILLE NURSING AND REHAB LLC | THE ENSIGN GROUP INC | WATTS, AMY | WATTS, AMY | WATTS, AMY | WATTS, WALTER | WATTS, WALTER | WATTS, WALTER | WILLIAMS, RYAN",21% | 21% | 21% | 21% | 19% | 19% | 18% | 18% | 45% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 21% | 21% | 100% | NO PERCENTAGE PROVIDED | 30% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | 5% | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 45%,"CECIL, BETH | CECIL, BETH | CECIL, DOROTHY | CECIL, DOROTHY | CECIL, DOUGLAS | CECIL, DOUGLAS | CECIL, OLIVER | CECIL, OLIVER | CLAWSON, SCOTT | COREWELL HEALTH | COREWELL HEALTH | Corewell Health | Corewell Health | FEESER, JENI | FEESER, JENI | FLAGSTONE HEALTHCARE CENTRAL LLC | IMHOFF, JAMES | JAMES J GIARDINA RVOC LIVING TR RESTATED 07-20-09 | LAPIN, ZACHARY | LAPIN, ZACHARY | LEXINGTON HEALTH MANAGEMENT LLC | LEXINGTON HEALTH MANAGEMENT LLC | LEXINGTON HEALTH MANAGEMENT LLC | MEDICAL REHABILITATION CENTERS, LLC | MEDICAL REHABILITATION CENTERS, LLC | MEDICAL REHABILITATION CENTERS, LLC | PORTER, MICAH | ST FRANCISVILLE NURSING AND REHAB LLC | THE ENSIGN GROUP INC | WATTS, AMY | WATTS, AMY | WATTS, AMY | WATTS, WALTER | WATTS, WALTER | WATTS, WALTER | WILLIAMS, RYAN||21% | 21% | 21% | 21% | 19% | 19% | 18% | 18% | 45% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 21% | 21% | 100% | NO PERCENTAGE PROVIDED | 30% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | 5% | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 45%"
,2022-02-03,"EFROYMSON, DAVID",100%,"EFROYMSON, DAVID||100%"
,2022-02-10,WELLTOWER OP LLC,NO PERCENTAGE PROVIDED,WELLTOWER OP LLC||NO PERCENTAGE PROVIDED
,2022-02-15,"BRADSHAW, JEFFREY | BRADY, VERN | CASE, RYAN | SEQUOIA HEALTHCARE GROUP LLC | SMILOW, ABRAHAM | WEISZ, MORDECHAI",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100%,"BRADSHAW, JEFFREY | BRADY, VERN | CASE, RYAN | SEQUOIA HEALTHCARE GROUP LLC | SMILOW, ABRAHAM | WEISZ, MORDECHAI||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100%"
,2022-02-17,"HERZKA, YISROEL | KLEIN, ESTHER | KLEIN, SOLOMON | SUMMIT CARE GROUP II OPERATIONS HOLDINGS LLC",23% | 11% | 11% | 45%,"HERZKA, YISROEL | KLEIN, ESTHER | KLEIN, SOLOMON | SUMMIT CARE GROUP II OPERATIONS HOLDINGS LLC||23% | 11% | 11% | 45%"
,2022-02-18,"UNGER, JACOB",NO PERCENTAGE PROVIDED,"UNGER, JACOB||NO PERCENTAGE PROVIDED"
,2022-02-21,"BALDWIN, RONALD | SHERWOOD OAKS POST ACUTE CARE, LLC. | XIE, QING",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"BALDWIN, RONALD | SHERWOOD OAKS POST ACUTE CARE, LLC. | XIE, QING||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2022-02-27,"BRAAKSMA, JUDY | JUDY, RONALD",7% | 7%,"BRAAKSMA, JUDY | JUDY, RONALD||7% | 7%"
,2022-03-01,"AJC HEALTHCARE LLC | AJC HEALTHCARE LLC | AJC HEALTHCARE LLC | CASCADIA HEALTHCARE LLC | CASCADIA HEALTHCARE LLC | CHESLEY, AARON | CHESLEY, AARON | CHESLEY, AARON | GAMETT, JAMES | GAMETT, JAMES | GAMETT, JAMES | JBG PARTNERS LLC | JBG PARTNERS LLC | JBG PARTNERS LLC | LEXINGTON HEALTH MANAGEMENT LLC | MEDICAL REHABILITATION CENTERS, LLC | SWC CA OPCO 2 LLC | SWC CA OPCO 2 LLC | SWC CA OPCO 2 LLC | UNIVERSITY EXTENDED CARE, INC. | WATTS, AMY | WATTS, WALTER | WEISZ, MEYER",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100%,"AJC HEALTHCARE LLC | AJC HEALTHCARE LLC | AJC HEALTHCARE LLC | CASCADIA HEALTHCARE LLC | CASCADIA HEALTHCARE LLC | CHESLEY, AARON | CHESLEY, AARON | CHESLEY, AARON | GAMETT, JAMES | GAMETT, JAMES | GAMETT, JAMES | JBG PARTNERS LLC | JBG PARTNERS LLC | JBG PARTNERS LLC | LEXINGTON HEALTH MANAGEMENT LLC | MEDICAL REHABILITATION CENTERS, LLC | SWC CA OPCO 2 LLC | SWC CA OPCO 2 LLC | SWC CA OPCO 2 LLC | UNIVERSITY EXTENDED CARE, INC. | WATTS, AMY | WATTS, WALTER | WEISZ, MEYER||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100%"
,2022-03-11,"CHASE, PHILLIP | CHESTNUT RIDGE POST ACUTE LLC | FARKOWITZ, ESTHER | FARKOWITZ, ESTHER | MANAHAWKIN OPERATIONS HOLDINGS LLC | MANAHAWKIN OPERATIONS HOLDINGS LLC | RUVEL, MENACHEM | RUVEL, MENACHEM | WEINBERG, YISROEL | WEINBERG, YISROEL",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 9% | 9% | 100% | 100% | 46% | 46% | 46% | 46%,"CHASE, PHILLIP | CHESTNUT RIDGE POST ACUTE LLC | FARKOWITZ, ESTHER | FARKOWITZ, ESTHER | MANAHAWKIN OPERATIONS HOLDINGS LLC | MANAHAWKIN OPERATIONS HOLDINGS LLC | RUVEL, MENACHEM | RUVEL, MENACHEM | WEINBERG, YISROEL | WEINBERG, YISROEL||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 9% | 9% | 100% | 100% | 46% | 46% | 46% | 46%"
,2022-03-14,"SAPPHIRE OPERATIONS, LLC | SAPPHIRE OPERATIONS, LLC | SIYO HOLDINGS LLC",100% | 100% | NO PERCENTAGE PROVIDED,"SAPPHIRE OPERATIONS, LLC | SAPPHIRE OPERATIONS, LLC | SIYO HOLDINGS LLC||100% | 100% | NO PERCENTAGE PROVIDED"
,2022-03-18,"BRADSHAW, JEFFREY | BRADY, VERN | CASE, RYAN | SEQUOIA HEALTHCARE GROUP LLC",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"BRADSHAW, JEFFREY | BRADY, VERN | CASE, RYAN | SEQUOIA HEALTHCARE GROUP LLC||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2022-03-23,LEHIGH ACRES SNF HOLDCO LLC,100%,LEHIGH ACRES SNF HOLDCO LLC||100%
,2022-03-24,"AMERICAN HEALTHCARE REIT, INC.",NO PERCENTAGE PROVIDED,"AMERICAN HEALTHCARE REIT, INC.||NO PERCENTAGE PROVIDED"
,2022-03-25,"BRADFORD, KATHY | CITRUS HILLS NURSING AND REHAB HOLDCO LLC | GRANQUIST THOMPSON, KAREN | RIDGECREST NURSING AND REHAB HOLDCO LLC | WHALEN, BRENDA",NOT APPLICABLE | 100% | NOT APPLICABLE | 100% | NOT APPLICABLE,"BRADFORD, KATHY | CITRUS HILLS NURSING AND REHAB HOLDCO LLC | GRANQUIST THOMPSON, KAREN | RIDGECREST NURSING AND REHAB HOLDCO LLC | WHALEN, BRENDA||NOT APPLICABLE | 100% | NOT APPLICABLE | 100% | NOT APPLICABLE"
,2022-03-31,CRANFORD OPCO HOLDINGS LLC,NO PERCENTAGE PROVIDED,CRANFORD OPCO HOLDINGS LLC||NO PERCENTAGE PROVIDED
